0,1,2,3,4,5,6,7,8,9,10
bottled beer,whole milk,cream cheese ,,,,,,,,
instant coffee,newspapers,hard cheese,salty snack,,,,,,,
brown bread,salt,,,,,,,,,
grapes,chicken,bottled beer,root vegetables,,,,,,,
whole milk,butter milk,,,,,,,,,
shopping bags,bottled beer,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
frankfurter,rolls/buns,rolls/buns,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
other vegetables,oil,,,,,,,,,
pastry,liqueur,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
other vegetables,pip fruit,chocolate,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
pastry,shopping bags,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
onions,white wine,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
curd,whole milk,,,,,,,,,
pip fruit,rolls/buns,soda,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
pip fruit,napkins,cat food,,,,,,,,
sausage,beef,salty snack,,,,,,,,
berries,bottled beer,beef,whole milk,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
frozen fish,sausage,other vegetables,canned beer,yogurt,shopping bags,beverages,chewing gum,canned beer,,
rolls/buns,root vegetables,rolls/buns,long life bakery product,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
pastry,pasta,,,,,,,,,
pet care,long life bakery product,,,,,,,,,
ham,whole milk,whole milk,coffee,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
coffee,sliced cheese,whipped/sour cream,butter milk,,,,,,,
yogurt,root vegetables,,,,,,,,,
chicken,pork,,,,,,,,,
frozen meals,frozen potato products,,,,,,,,,
pip fruit,sweet spreads,,,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
sausage,whole milk,,,,,,,,,
canned beer,domestic eggs,white wine,waffles,,,,,,,
ice cream,other vegetables,,,,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
rolls/buns,tropical fruit,salt,butter,whole milk,canned vegetables,domestic eggs,,,,
citrus fruit,soda,butter,bottled water,bottled beer,,,,,,
sausage,sugar,semi-finished bread,,,,,,,,
ham,yogurt,,,,,,,,,
sweet spreads,soda,,,,,,,,,
pip fruit,specialty bar,chocolate,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
tropical fruit,bottled beer,,,,,,,,,
coffee,butter,whipped/sour cream,other vegetables,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,dog food,,,,,,,,,
long life bakery product,waffles,,,,,,,,,
pip fruit,sauces,,,,,,,,,
ham,pickled vegetables,shopping bags,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
curd,processed cheese,,,,,,,,,
meat,pip fruit,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
meat,sliced cheese,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
hamburger meat,spread cheese,pasta,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,liquor,long life bakery product,,,,,,,,
bottled water,processed cheese,,,,,,,,,
whole milk,butter,,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
other vegetables,whole milk,,,,,,,,,
tea,yogurt,shopping bags,brown bread,,,,,,,
pet care,beef,,,,,,,,,
root vegetables,canned fish,,,,,,,,,
beverages,bottled water,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
pork,yogurt,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
white bread,flour,,,,,,,,,
whole milk,sauces,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
meat,soda,cream cheese ,,,,,,,,
liquor,chicken,,,,,,,,,
sausage,yogurt,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
root vegetables,butter,,,,,,,,,
cling film/bags,canned vegetables,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
yogurt,hard cheese,other vegetables,rolls/buns,,,,,,,
whole milk,yogurt,long life bakery product,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
whole milk,cleaner,,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
beverages,root vegetables,candles,,,,,,,,
butter,detergent,,,,,,,,,
pastry,mustard,,,,,,,,,
specialty chocolate,canned beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chicken,liquor,,,,,,,,,
tropical fruit,rum,flour,,,,,,,,
sausage,whole milk,,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
bottled beer,bottled water,,,,,,,,,
candy,shopping bags,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
cookware,cream cheese ,,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
dishes,shopping bags,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
napkins,white bread,,,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
margarine,dishes,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
butter,oil,,,,,,,,,
pork,whole milk,,,,,,,,,
chocolate,bottled water,,,,,,,,,
berries,beverages,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
other vegetables,dishes,newspapers,,,,,,,,
chewing gum,softener,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
sausage,root vegetables,,,,,,,,,
white bread,brown bread,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
pork,yogurt,coffee,,,,,,,,
pip fruit,soft cheese,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,waffles,shopping bags,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
bottled water,frankfurter,dessert,root vegetables,,,,,,,
soda,other vegetables,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
soft cheese,coffee,,,,,,,,,
frozen meals,pastry,,,,,,,,,
bottled water,brown bread,,,,,,,,,
beef,newspapers,,,,,,,,,
pork,UHT-milk,frozen fish,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
coffee,curd cheese,,,,,,,,,
whole milk,waffles,,,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
bottled beer,herbs,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
root vegetables,whole milk,potato products,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,,
ham,brown bread,,,,,,,,,
butter,coffee,,,,,,,,,
canned beer,whole milk,,,,,,,,,
coffee,turkey,margarine,hard cheese,,,,,,,
soda,mayonnaise,,,,,,,,,
butter,shopping bags,newspapers,,,,,,,,
sausage,white bread,coffee,,,,,,,,
salty snack,yogurt,,,,,,,,,
tropical fruit,white bread,rolls/buns,,,,,,,,
beef,waffles,,,,,,,,,
spices,ice cream,,,,,,,,,
turkey,seasonal products,,,,,,,,,
butter,bottled beer,,,,,,,,,
bottled beer,beef,frozen vegetables,shopping bags,,,,,,,
dessert,rolls/buns,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
soda,margarine,,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
seasonal products,flower (seeds),,,,,,,,,
root vegetables,citrus fruit,soda,,,,,,,,
soda,sausage,whole milk,beverages,shopping bags,,,,,,
sausage,bottled water,,,,,,,,,
pip fruit,frozen vegetables,butter milk,,,,,,,,
shopping bags,whole milk,,,,,,,,,
shopping bags,cream cheese ,,,,,,,,,
citrus fruit,white bread,,,,,,,,,
zwieback,curd,,,,,,,,,
pork,berries,,,,,,,,,
whole milk,pip fruit,pasta,yogurt,,,,,,,
pork,rolls/buns,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
curd,cream cheese ,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,soda,long life bakery product,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
chicken,butter milk,sugar,,,,,,,,
sausage,frozen meals,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
cream cheese ,bottled water,rolls/buns,,,,,,,,
butter,whole milk,,,,,,,,,
canned beer,organic sausage,tropical fruit,shopping bags,,,,,,,
citrus fruit,oil,specialty chocolate,,,,,,,,
newspapers,chicken,root vegetables,curd,,,,,,,
newspapers,newspapers,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
soda,hard cheese,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
chicken,sugar,,,,,,,,,
liquor,cream cheese ,rolls/buns,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pip fruit,pastry,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
berries,whole milk,,,,,,,,,
root vegetables,flour,,,,,,,,,
beef,finished products,,,,,,,,,
yogurt,yogurt,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
whole milk,berries,,,,,,,,,
sausage,newspapers,salty snack,soda,,,,,,,
pip fruit,pot plants,,,,,,,,,
fruit/vegetable juice,candy,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
brown bread,oil,,,,,,,,,
pork,sliced cheese,,,,,,,,,
candy,spread cheese,,,,,,,,,
rolls/buns,butter,,,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
specialty chocolate,other vegetables,,,,,,,,,
chicken,margarine,,,,,,,,,
frozen meals,bottled beer,root vegetables,potato products,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
fish,chocolate,,,,,,,,,
pork,butter,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
yogurt,rice,butter,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
tropical fruit,sparkling wine,cat food,,,,,,,,
tropical fruit,yogurt,semi-finished bread,soda,,,,,,,
domestic eggs,yogurt,canned beer,,,,,,,,
whole milk,specialty fat,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
dessert,chewing gum,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
other vegetables,soda,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
meat spreads,tropical fruit,rolls/buns,,,,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
frankfurter,bottled water,soft cheese,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
yogurt,dessert,,,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
baking powder,yogurt,,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
bottled water,canned beer,,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
sausage,dog food,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
pork,grapes,,,,,,,,,
liver loaf,white bread,herbs,pastry,,,,,,,
oil,bottled water,oil,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
root vegetables,other vegetables,,,,,,,,,
chicken,other vegetables,bathroom cleaner,chicken,grapes,fruit/vegetable juice,fruit/vegetable juice,soda,,,
bottled beer,herbs,curd,,,,,,,,
curd,coffee,baking powder,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
tropical fruit,chocolate,,,,,,,,,
bottled water,butter milk,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
pork,root vegetables,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
beverages,yogurt,,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
citrus fruit,rolls/buns,salt,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
pastry,ice cream,,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
domestic eggs,specialty cheese,,,,,,,,,
white wine,bottled water,,,,,,,,,
bottled beer,long life bakery product,vinegar,pot plants,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
root vegetables,white wine,,,,,,,,,
whole milk,canned beer,,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
specialty cheese,onions,,,,,,,,,
beef,butter,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
root vegetables,frozen vegetables,rolls/buns,,,,,,,,
frankfurter,syrup,,,,,,,,,
organic sausage,salty snack,white bread,,,,,,,,
other vegetables,chocolate,,,,,,,,,
tidbits,whole milk,frozen vegetables,,,,,,,,
onions,shopping bags,seasonal products,,,,,,,,
shopping bags,other vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
whole milk,pip fruit,,,,,,,,,
citrus fruit,soda,,,,,,,,,
tropical fruit,curd,,,,,,,,,
sausage,butter,,,,,,,,,
coffee,berries,pickled vegetables,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
frozen dessert,tropical fruit,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,canned beer,whipped/sour cream,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
sausage,pastry,,,,,,,,,
beverages,canned vegetables,,,,,,,,,
sausage,pasta,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
other vegetables,curd,,,,,,,,,
root vegetables,flower (seeds),,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
pip fruit,rolls/buns,whole milk,pastry,,,,,,,
dishes,chewing gum,,,,,,,,,
soda,dish cleaner,,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
whole milk,rolls/buns,canned fish,,,,,,,,
root vegetables,hygiene articles,domestic eggs,,,,,,,,
tropical fruit,dental care,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
frankfurter,beef,soda,rolls/buns,pastry,bottled water,ketchup,pastry,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
whole milk,domestic eggs,,,,,,,,,
soda,brown bread,rolls/buns,sliced cheese,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
chicken,nut snack,,,,,,,,,
chicken,candy,sugar,,,,,,,,
finished products,root vegetables,,,,,,,,,
whole milk,yogurt,chocolate,,,,,,,,
dessert,rolls/buns,,,,,,,,,
domestic eggs,soda,,,,,,,,,
whole milk,bottled water,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
white bread,rolls/buns,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
baking powder,liqueur,,,,,,,,,
sausage,detergent,,,,,,,,,
citrus fruit,sparkling wine,bottled water,,,,,,,,
salt,margarine,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
whole milk,whole milk,,,,,,,,,
ready soups,shopping bags,,,,,,,,,
canned fish,soda,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
specialty chocolate,sauces,,,,,,,,,
canned beer,flower (seeds),,,,,,,,,
pork,white wine,margarine,,,,,,,,
other vegetables,sausage,sliced cheese,rolls/buns,,,,,,,
soda,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
spread cheese,yogurt,frozen vegetables,,,,,,,,
pork,beverages,misc. beverages,chewing gum,,,,,,,
other vegetables,coffee,,,,,,,,,
fruit/vegetable juice,pickled vegetables,,,,,,,,,
other vegetables,curd,,,,,,,,,
cat food,canned vegetables,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
ham,grapes,,,,,,,,,
napkins,tropical fruit,yogurt,sugar,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
soda,rolls/buns,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
sausage,yogurt,pastry,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
sausage,curd,yogurt,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
other vegetables,beef,yogurt,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,bathroom cleaner,,,,,,,,,
whole milk,coffee,brandy,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
ice cream,whipped/sour cream,,,,,,,,,
curd,rolls/buns,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
soda,pastry,,,,,,,,,
sausage,curd,whole milk,condensed milk,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
berries,mayonnaise,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
curd,pastry,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
beef,misc. beverages,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
citrus fruit,rolls/buns,frozen vegetables,,,,,,,,
onions,white wine,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
curd,specialty chocolate,,,,,,,,,
frozen dessert,soda,,,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
curd cheese,pastry,,,,,,,,,
berries,bottled beer,,,,,,,,,
house keeping products,frozen vegetables,,,,,,,,,
sausage,seasonal products,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
beef,pip fruit,,,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
ham,domestic eggs,,,,,,,,,
chewing gum,beef,domestic eggs,,,,,,,,
tropical fruit,citrus fruit,yogurt,frankfurter,specialty chocolate,hard cheese,whole milk,canned beer,,,
cleaner,shopping bags,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
cat food,pet care,oil,,,,,,,,
pork,cat food,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
yogurt,beef,,,,,,,,,
chicken,beef,,,,,,,,,
pasta,rolls/buns,margarine,canned fish,yogurt,,,,,,
specialty bar,cleaner,,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
root vegetables,canned beer,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
whole milk,red/blush wine,shopping bags,cream cheese ,canned beer,,,,,,
coffee,butter,,,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
soda,canned vegetables,,,,,,,,,
soda,root vegetables,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
waffles,brown bread,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
pork,yogurt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
pork,sliced cheese,flour,,,,,,,,
onions,cat food,white wine,,,,,,,,
mayonnaise,misc. beverages,napkins,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
other vegetables,napkins,,,,,,,,,
ice cream,chocolate,seasonal products,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
pork,bottled water,,,,,,,,,
frankfurter,citrus fruit,newspapers,,,,,,,,
jam,house keeping products,,,,,,,,,
pip fruit,pastry,,,,,,,,,
fruit/vegetable juice,specialty chocolate,Instant food products,,,,,,,,
dessert,meat,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
soda,oil,,,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
tropical fruit,chicken,,,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
yogurt,shopping bags,,,,,,,,,
curd cheese,soda,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
UHT-milk,pip fruit,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
frankfurter,soda,,,,,,,,,
coffee,margarine,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
berries,red/blush wine,,,,,,,,,
beef,napkins,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
domestic eggs,butter,,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
coffee,tidbits,,,,,,,,,
soda,other vegetables,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
berries,root vegetables,bottled water,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
other vegetables,oil,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
sausage,bottled beer,bottled water,,,,,,,,
pip fruit,bottled beer,other vegetables,,,,,,,,
bottled beer,white bread,,,,,,,,,
margarine,cream cheese ,misc. beverages,,,,,,,,
other vegetables,photo/film,,,,,,,,,
whole milk,pickled vegetables,,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
root vegetables,other vegetables,white wine,,,,,,,,
yogurt,napkins,,,,,,,,,
pork,frozen fish,,,,,,,,,
soda,oil,,,,,,,,,
waffles,margarine,,,,,,,,,
citrus fruit,beef,,,,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
yogurt,newspapers,,,,,,,,,
soda,onions,pastry,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
coffee,whole milk,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
